scan,target,object,human_bottom_truth,script_bottom_call,error,bug_present,possible_multiple,tip_pale_total_area_px,tip_pale_largest_fill_ratio,tip_dark_total_area_px,tip_colored_total_area_px,image
scan_20260817_131238,66,68,positive,positive,match,True,False,10946.0,0.6950723901447803,31.0,117.5,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_066_object_000068_20260817_133722_bottom.png
scan_20260817_131238,67,69,positive,positive,match,True,False,5547.5,0.34852676273803396,402.0,170.5,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_067_object_000069_20260817_133740_bottom.png
scan_20260817_131238,68,70,positive,positive,match,True,False,7117.0,0.5203551912568306,949.0,3207.0,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_068_object_000070_20260817_133758_bottom.png
scan_20260817_131238,69,72,negative,positive,false_positive,True,False,10410.5,0.6844510190664037,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_069_object_000072_20260817_133815_bottom.png
scan_20260817_131238,70,71,negative,positive,false_positive,True,False,10970.0,0.7021249359959038,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_070_object_000071_20260817_133833_bottom.png
scan_20260817_131238,71,73,positive,negative,false_negative,False,False,4373.0,0.3415184678522572,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_071_object_000073_20260817_133851_bottom.png
scan_20260817_131238,72,74,negative,negative,match,False,False,6657.5,0.3843732895457033,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_072_object_000074_20260817_133902_bottom.png
scan_20260817_131238,73,75,positive,positive,match,True,False,7987.5,0.4940925398985525,481.0,345.5,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_073_object_000075_20260817_133912_bottom.png
scan_20260817_131238,74,76,positive,positive,match,True,False,10966.5,0.6963741427482855,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_074_object_000076_20260817_133930_bottom.png
scan_20260817_131238,75,78,positive,positive,match,True,False,3281.5,0.25379142482681144,2821.5,2763.5,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_075_object_000078_20260817_133948_bottom.png
scan_20260817_131238,76,77,positive,positive,match,True,False,5133.0,0.3473429951690821,250.5,179.5,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_076_object_000077_20260817_134006_bottom.png
scan_20260817_131238,77,79,positive,positive,match,True,False,10413.0,0.6825772518080211,261.0,227.0,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_077_object_000079_20260817_134023_bottom.png
scan_20260817_131238,78,81,positive,positive,match,True,False,11669.5,0.7023050072219548,68.0,291.5,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_078_object_000081_20260817_134041_bottom.png
scan_20260817_131238,79,80,positive,positive,match,True,False,3575.5,0.25689487345879297,712.5,316.5,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_079_object_000080_20260817_134058_bottom.png
scan_20260817_131238,80,82,positive,positive,match,True,False,5181.5,0.3512280701754386,2121.0,1278.0,/home/biokea-06/.openpnp2/scans/scan_20260817_131238/bottom_inspections/target_080_object_000082_20260817_134116_bottom.png
scan_20260817_141114,1,0,negative,positive,false_positive,True,False,11062.0,0.6995952441183911,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_001_object_000000_20260817_141336_bottom.png
scan_20260817_141114,2,1,positive,positive,match,True,False,4646.0,0.3061578798185941,98.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_002_object_000001_20260817_141354_bottom.png
scan_20260817_141114,3,2,positive,positive,match,True,False,6132.0,0.43153685012378595,3379.5,5064.5,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_003_object_000002_20260817_141412_bottom.png
scan_20260817_141114,4,3,positive,negative,false_negative,False,False,4818.0,0.3497113997113997,31.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_004_object_000003_20260817_141430_bottom.png
scan_20260817_141114,5,4,positive,positive,match,True,False,7694.5,0.39306073797678276,71.5,296.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_005_object_000004_20260817_141441_bottom.png
scan_20260817_141114,6,6,positive,positive,match,True,False,11701.5,0.6156092171717171,428.5,3005.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_006_object_000006_20260817_141459_bottom.png
scan_20260817_141114,7,5,positive,positive,match,True,False,10067.0,0.6294486215538847,26.5,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_007_object_000005_20260817_141517_bottom.png
scan_20260817_141114,8,7,positive,positive,match,True,False,7350.0,0.4192886061307114,22.5,84.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_008_object_000007_20260817_141535_bottom.png
scan_20260817_141114,9,8,positive,positive,match,True,False,5301.5,0.32060022938702687,171.5,47.5,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_009_object_000008_20260817_141553_bottom.png
scan_20260817_141114,10,10,positive,positive,match,True,False,2564.0,0.34232190860215056,678.5,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_010_object_000010_20260817_141611_bottom.png
scan_20260817_141114,11,9,positive,positive,match,True,False,9090.0,0.46137907217681595,0.0,24.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_011_object_000009_20260817_141629_bottom.png
scan_20260817_141114,12,11,positive,positive,match,True,False,5587.5,0.3253968253968254,195.5,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_012_object_000011_20260817_141647_bottom.png
scan_20260817_141114,13,12,positive,positive,match,True,False,4397.5,0.2769411932629175,1555.5,1548.5,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_013_object_000012_20260817_141705_bottom.png
scan_20260817_141114,14,13,positive,negative,false_negative,False,False,4279.0,0.29118342528994484,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_014_object_000013_20260817_141723_bottom.png
scan_20260817_141114,15,15,positive,positive,match,True,False,3826.0,0.26380766731643923,760.0,289.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_015_object_000015_20260817_141733_bottom.png
scan_20260817_141114,16,16,negative,positive,false_positive,True,False,11572.0,0.7231596050493688,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_016_object_000016_20260817_141751_bottom.png
scan_20260817_141114,17,17,positive,positive,match,True,False,11136.0,0.7042752339994941,64.5,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_017_object_000017_20260817_141809_bottom.png
scan_20260817_141114,18,18,positive,negative,false_negative,False,False,5482.0,0.3783298826777088,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_018_object_000018_20260817_141827_bottom.png
scan_20260817_141114,19,19,positive,negative,false_negative,False,False,5975.5,0.3734125229038984,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_019_object_000019_20260817_141838_bottom.png
scan_20260817_141114,20,20,negative,positive,false_positive,True,False,11601.0,0.7307256235827665,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_020_object_000020_20260817_141848_bottom.png
scan_20260817_141114,21,21,positive,positive,match,True,False,7523.0,0.3897724634316229,460.5,554.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_021_object_000021_20260817_141906_bottom.png
scan_20260817_141114,22,23,positive,positive,match,True,False,11040.0,0.7488807488807488,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_022_object_000023_20260817_141924_bottom.png
scan_20260817_141114,23,22,positive,positive,match,True,False,7906.5,0.4917259211376858,58.5,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_023_object_000022_20260817_141942_bottom.png
scan_20260817_141114,24,24,positive,positive,match,True,False,11340.5,0.720031746031746,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_024_object_000024_20260817_141959_bottom.png
scan_20260817_141114,25,25,positive,negative,false_negative,False,False,3234.5,0.31821305841924397,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_025_object_000025_20260817_142017_bottom.png
scan_20260817_141114,26,26,positive,positive,match,True,False,2081.5,0.2398891063274625,266.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_026_object_000026_20260817_142028_bottom.png
scan_20260817_141114,27,27,positive,positive,match,True,False,2883.0,0.26684670781893005,1308.0,1277.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_027_object_000027_20260817_142046_bottom.png
scan_20260817_141114,28,28,positive,positive,match,True,False,3882.5,0.343890700201832,1606.5,566.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_028_object_000028_20260817_142104_bottom.png
scan_20260817_141114,29,29,positive,positive,match,True,False,5485.0,0.33785952747817155,199.5,160.5,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_029_object_000029_20260817_142122_bottom.png
scan_20260817_141114,30,30,negative,positive,false_positive,True,False,10831.0,0.7289185005720439,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_030_object_000030_20260817_142139_bottom.png
scan_20260817_141114,31,31,positive,negative,false_negative,False,False,4236.0,0.20462697274031563,109.5,29.5,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_031_object_000031_20260817_142156_bottom.png
scan_20260817_141114,32,33,negative,positive,false_positive,True,False,11459.5,0.7218127991937515,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_032_object_000033_20260817_142207_bottom.png
scan_20260817_141114,33,32,negative,positive,false_positive,True,False,11061.0,0.6995320010118897,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_033_object_000032_20260817_142225_bottom.png
scan_20260817_141114,34,34,positive,negative,false_negative,False,False,4754.5,0.5009019524617997,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_034_object_000034_20260817_142242_bottom.png
scan_20260817_141114,35,35,positive,negative,false_negative,False,False,5604.5,0.35411006507866305,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_035_object_000035_20260817_142253_bottom.png
scan_20260817_141114,36,36,positive,negative,false_negative,False,False,2607.0,0.3132048872180451,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_036_object_000036_20260817_142304_bottom.png
scan_20260817_141114,37,37,positive,negative,false_negative,False,False,6022.5,0.3752389448196763,0.0,0.0,/home/biokea-06/.openpnp2/scans/scan_20260817_141114/bottom_inspections/target_037_object_000037_20260817_142314_bottom.png
